step,generated_image_token_id,rank,prompt_index,absolute_position,token_id,token,attention
285,5512,3,15,17,11,",",0.003228359157219529
285,5512,4,46,48,11,",",0.0025845083873718977
285,5512,5,17,19,11,",",0.001810945221222937
285,5512,6,20,22,11,",",0.0016999385552480817
285,5512,7,22,24,11,",",0.0016908836551010609
285,5512,8,6,8,285,Ġand,0.0012779647950083017
285,5512,9,28,30,285,Ġand,0.0010365399066358805
285,5512,10,33,35,285,Ġand,0.001018483773805201
286,15843,1,3,5,11,",",0.006942724343389273
286,15843,2,10,12,11,",",0.004521604161709547
286,15843,3,15,17,11,",",0.003016727278009057
286,15843,4,46,48,11,",",0.002474613254889846
286,15843,5,17,19,11,",",0.001984506379812956
286,15843,6,20,22,11,",",0.00164842011872679
286,15843,7,22,24,11,",",0.0014962736750021577
286,15843,8,6,8,285,Ġand,0.0012281584786251187
286,15843,9,28,30,285,Ġand,0.0009573961142450571
286,15843,10,40,42,285,Ġand,0.0009443091694265604
287,11110,1,3,5,11,",",0.00661481311544776
287,11110,2,10,12,11,",",0.004302733577787876
287,11110,3,15,17,11,",",0.0028088544495403767
287,11110,4,46,48,11,",",0.0023572298232465982
287,11110,5,17,19,11,",",0.001974268816411495
287,11110,6,20,22,11,",",0.0017172793159261346
287,11110,7,22,24,11,",",0.0014242385514080524
287,11110,8,6,8,285,Ġand,0.0013295377139002085
287,11110,9,28,30,285,Ġand,0.000925346277654171
287,11110,10,33,35,285,Ġand,0.0009216298931278288
288,15384,1,3,5,11,",",0.006670095957815647
288,15384,2,10,12,11,",",0.004051113501191139
288,15384,3,15,17,11,",",0.002899519633501768
288,15384,4,46,48,11,",",0.002361130202189088
288,15384,5,20,22,11,",",0.0019437879091128707
288,15384,6,17,19,11,",",0.0017751904670149088
288,15384,7,6,8,285,Ġand,0.001413856167346239
288,15384,8,22,24,11,",",0.00139204494189471
288,15384,9,28,30,285,Ġand,0.0009398904512636364
288,15384,10,33,35,285,Ġand,0.0009216460166499019
289,1898,1,3,5,11,",",0.00678146630525589
289,1898,2,10,12,11,",",0.004147292580455542
289,1898,3,15,17,11,",",0.003115203930065036
289,1898,4,46,48,11,",",0.002469644183292985
289,1898,5,20,22,11,",",0.00216948171146214
289,1898,6,17,19,11,",",0.0016648826422169805
289,1898,7,6,8,285,Ġand,0.0015236105537042022
289,1898,8,22,24,11,",",0.0014689122326672077
289,1898,9,28,30,285,Ġand,0.00107091898098588
289,1898,10,40,42,285,Ġand,0.0010624711867421865
290,3904,1,3,5,11,",",0.00705873453989625
290,3904,2,10,12,11,",",0.004063945263624191
290,3904,3,15,17,11,",",0.003341387026011944
290,3904,4,46,48,11,",",0.002570286625996232
290,3904,5,20,22,11,",",0.0020243229810148478
290,3904,6,17,19,11,",",0.001628996804356575
290,3904,7,22,24,11,",",0.0015634340234100819
290,3904,8,6,8,285,Ġand,0.0014727796660736203
290,3904,9,26,28,38081,Ġrut,0.0012745948042720556
290,3904,10,28,30,285,Ġand,0.0011751356068998575
291,8684,1,3,5,11,",",0.00681642722338438
291,8684,2,10,12,11,",",0.003980799578130245
291,8684,3,15,17,11,",",0.003387899836525321
291,8684,4,46,48,11,",",0.002611608011648059
291,8684,5,20,22,11,",",0.0018592595588415861
291,8684,6,22,24,11,",",0.0017412150045856833
291,8684,7,17,19,11,",",0.001700330525636673
291,8684,8,6,8,285,Ġand,0.0012859414564445615
291,8684,9,40,42,285,Ġand,0.0010163767728954554
291,8684,10,28,30,285,Ġand,0.0009943654295057058
292,10189,1,3,5,11,",",0.0070591699331998825
292,10189,2,10,12,11,",",0.004197782836854458
292,10189,3,15,17,11,",",0.0032685899641364813
292,10189,4,46,48,11,",",0.0025756608229130507
292,10189,5,17,19,11,",",0.0019963737577199936
292,10189,6,20,22,11,",",0.001778632402420044
292,10189,7,22,24,11,",",0.0017440870869904757
292,10189,8,6,8,285,Ġand,0.0013058491749688983
292,10189,9,40,42,285,Ġand,0.00101790193002671
292,10189,10,28,30,285,Ġand,0.0009939484298229218
293,9518,1,3,5,11,",",0.006963038817048073
293,9518,2,10,12,11,",",0.004196961876004934
293,9518,3,15,17,11,",",0.0029779188334941864
293,9518,4,46,48,11,",",0.002458020579069853
293,9518,5,17,19,11,",",0.002078786725178361
293,9518,6,20,22,11,",",0.001730430405586958
293,9518,7,22,24,11,",",0.0015431927749887109
293,9518,8,6,8,285,Ġand,0.001246676198206842
293,9518,9,40,42,285,Ġand,0.000952298054471612
293,9518,10,28,30,285,Ġand,0.000916689052246511
294,11471,1,3,5,11,",",0.007042319048196077
294,11471,2,10,12,11,",",0.004166958387941122
294,11471,3,15,17,11,",",0.002850333694368601
294,11471,4,46,48,11,",",0.0024953025858849287
294,11471,5,17,19,11,",",0.002024102723225951
294,11471,6,20,22,11,",",0.0019485594239085913
294,11471,7,22,24,11,",",0.0014591180952265859
294,11471,8,6,8,285,Ġand,0.0013506085379049182
294,11471,9,28,30,285,Ġand,0.0009813191136345267
294,11471,10,40,42,285,Ġand,0.0009770385222509503
295,15230,1,3,5,11,",",0.007088730577379465
295,15230,2,10,12,11,",",0.004064714536070824
295,15230,3,15,17,11,",",0.0027776339557021856
295,15230,4,46,48,11,",",0.002507532713934779
295,15230,5,20,22,11,",",0.00217876466922462
295,15230,6,17,19,11,",",0.0018018067348748446
295,15230,7,22,24,11,",",0.0014576510293409228
295,15230,8,6,8,285,Ġand,0.0014092872152104974
295,15230,9,28,30,285,Ġand,0.0010284875752404332
295,15230,10,40,42,285,Ġand,0.000977610470727086
296,16026,1,3,5,11,",",0.00706082908436656
296,16026,2,10,12,11,",",0.004066256806254387
296,16026,3,15,17,11,",",0.0028999345377087593
296,16026,4,46,48,11,",",0.002691160887479782
296,16026,5,20,22,11,",",0.00244330195710063
296,16026,6,22,24,11,",",0.0018999482272192836
296,16026,7,17,19,11,",",0.0017138674156740308
296,16026,8,6,8,285,Ġand,0.0013045258820056915
296,16026,9,28,30,285,Ġand,0.0011463493574410677
296,16026,10,33,35,285,Ġand,0.0009758415981195867
297,2058,1,3,5,11,",",0.007185551803559065
297,2058,2,10,12,11,",",0.0040217069908976555
297,2058,3,15,17,11,",",0.0030823349952697754
297,2058,4,46,48,11,",",0.002878027968108654
297,2058,5,20,22,11,",",0.002238432876765728
297,2058,6,22,24,11,",",0.0020890056621283293
297,2058,7,17,19,11,",",0.0017339397454634309
297,2058,8,6,8,285,Ġand,0.0012826102320104837
297,2058,9,28,30,285,Ġand,0.0011920479591935873
297,2058,10,33,35,285,Ġand,0.0011087310267612338
298,4943,1,3,5,11,",",0.007421907503157854
298,4943,2,10,12,11,",",0.004270665813237429
298,4943,3,15,17,11,",",0.0031965409871190786
298,4943,4,46,48,11,",",0.0029287764336913824
298,4943,5,22,24,11,",",0.0024424672592431307
298,4943,6,20,22,11,",",0.002201986499130726
298,4943,7,17,19,11,",",0.0019460675539448857
298,4943,8,1,3,15213,Ġtemple,0.0014481168473139405
298,4943,9,6,8,285,Ġand,0.0012723883846774697
298,4943,10,28,30,285,Ġand,0.0011706092627719045
299,862,1,3,5,11,",",0.007222195155918598
299,862,2,10,12,11,",",0.004259190987795591
299,862,3,15,17,11,",",0.0030426569283008575
299,862,4,46,48,11,",",0.0025233409833163023
299,862,5,22,24,11,",",0.0024843430146574974
299,862,6,20,22,11,",",0.0020256724674254656
299,862,7,17,19,11,",",0.0019666568841785192
299,862,8,1,3,15213,Ġtemple,0.0013918858021497726
299,862,9,6,8,285,Ġand,0.0013152961619198322
299,862,10,28,30,285,Ġand,0.0011180239962413907
300,15279,1,3,5,11,",",0.007506913971155882
300,15279,2,10,12,11,",",0.004526630975306034
300,15279,3,15,17,11,",",0.0029394945595413446
300,15279,4,46,48,11,",",0.0026723823975771666
300,15279,5,17,19,11,",",0.002231042133644223
300,15279,6,20,22,11,",",0.002207366516813636
300,15279,7,22,24,11,",",0.0021383429411798716
300,15279,8,6,8,285,Ġand,0.0014284307835623622
300,15279,9,28,30,285,Ġand,0.0012773846974596381
300,15279,10,33,35,285,Ġand,0.0011907852021977305
301,8069,1,3,5,11,",",0.007214919198304415
301,8069,2,10,12,11,",",0.004138006828725338
301,8069,3,15,17,11,",",0.002952796872705221
301,8069,4,22,24,11,",",0.002267740899696946
301,8069,5,46,48,11,",",0.002250255784019828
301,8069,6,20,22,11,",",0.0020932697225362062
301,8069,7,17,19,11,",",0.0019120514625683427
301,8069,8,6,8,285,Ġand,0.0015013081720098853
301,8069,9,1,3,15213,Ġtemple,0.0011127912439405918
301,8069,10,28,30,285,Ġand,0.001063379691913724
302,15936,1,3,5,11,",",0.007176653016358614
302,15936,2,10,12,11,",",0.00410127080976963
302,15936,3,15,17,11,",",0.002911363495513797
302,15936,4,46,48,11,",",0.002405670238658786
302,15936,5,20,22,11,",",0.002113217255100608
302,15936,6,22,24,11,",",0.0019340000580996275
302,15936,7,17,19,11,",",0.001891041873022914
302,15936,8,6,8,285,Ġand,0.0014757142635062337
302,15936,9,33,35,285,Ġand,0.001183035084977746
302,15936,10,28,30,285,Ġand,0.0011406985577195883
303,12948,1,3,5,11,",",0.007077194284647703
303,12948,2,10,12,11,",",0.004117903299629688
303,12948,3,15,17,11,",",0.0030806087888777256
303,12948,4,22,24,11,",",0.0024952918756753206
303,12948,5,46,48,11,",",0.0022612193133682013
303,12948,6,20,22,11,",",0.002186303725466132
303,12948,7,17,19,11,",",0.0017482434632256627
303,12948,8,6,8,285,Ġand,0.0013472976861521602
303,12948,9,1,3,15213,Ġtemple,0.0012093937257304788
303,12948,10,28,30,285,Ġand,0.0011766863754019141
304,14593,1,3,5,11,",",0.007018272299319506
304,14593,2,10,12,11,",",0.004259302746504545
304,14593,3,15,17,11,",",0.0031425082124769688
304,14593,4,46,48,11,",",0.002456901129335165
304,14593,5,22,24,11,",",0.002234742511063814
304,14593,6,20,22,11,",",0.0021096854470670223
304,14593,7,17,19,11,",",0.0018684217939153314
304,14593,8,6,8,285,Ġand,0.0013144630938768387
304,14593,9,28,30,285,Ġand,0.0012291979510337114
304,14593,10,33,35,285,Ġand,0.001060790498740971
305,7538,1,3,5,11,",",0.00690065510571003
305,7538,2,10,12,11,",",0.004422612022608519
305,7538,3,15,17,11,",",0.0030957325361669064
305,7538,4,46,48,11,",",0.002461472060531378
305,7538,5,22,24,11,",",0.0023034485056996346
305,7538,6,17,19,11,",",0.002065279521048069
305,7538,7,20,22,11,",",0.001984846545383334
305,7538,8,6,8,285,Ġand,0.001331588253378868
305,7538,9,28,30,285,Ġand,0.0011647753417491913
305,7538,10,1,3,15213,Ġtemple,0.0011129393242299557
306,11026,1,3,5,11,",",0.00690405024215579
306,11026,2,10,12,11,",",0.004545718897134066
306,11026,3,15,17,11,",",0.0029943890403956175
306,11026,4,46,48,11,",",0.0026136140804737806
306,11026,5,17,19,11,",",0.002260439330711961
306,11026,6,22,24,11,",",0.002076477278023958
306,11026,7,20,22,11,",",0.001981097972020507
306,11026,8,6,8,285,Ġand,0.0013662775745615363
306,11026,9,28,30,285,Ġand,0.0011825010878965259
306,11026,10,33,35,285,Ġand,0.0010576111963018775
307,11650,1,3,5,11,",",0.006667480804026127
307,11650,2,10,12,11,",",0.004372873809188604
307,11650,3,15,17,11,",",0.0030001262202858925
307,11650,4,46,48,11,",",0.0026369730476289988
307,11650,5,20,22,11,",",0.0022481672931462526
307,11650,6,17,19,11,",",0.0020009921863675117
307,11650,7,22,24,11,",",0.0018796079093590379
307,11650,8,6,8,285,Ġand,0.0013549048453569412
307,11650,9,28,30,285,Ġand,0.0011235573329031467
307,11650,10,1,3,15213,Ġtemple,0.0010279351845383644
308,1112,1,3,5,11,",",0.006756230723112822
308,1112,2,10,12,11,",",0.004262121859937906
308,1112,3,15,17,11,",",0.003085296368226409
308,1112,4,46,48,11,",",0.002610393799841404
308,1112,5,20,22,11,",",0.0021132698748260736
308,1112,6,17,19,11,",",0.0018503202591091394
308,1112,7,22,24,11,",",0.0016830487875267863
308,1112,8,6,8,285,Ġand,0.0013132159365341067
308,1112,9,28,30,285,Ġand,0.001086744712665677
308,1112,10,33,35,285,Ġand,0.0010644698049873114
309,11481,1,3,5,11,",",0.006928977556526661
309,11481,2,10,12,11,",",0.004207072779536247
309,11481,3,15,17,11,",",0.003265109844505787
309,11481,4,46,48,11,",",0.002552265767008066
309,11481,5,20,22,11,",",0.0020126195158809423
309,11481,6,17,19,11,",",0.0017248645890504122
309,11481,7,22,24,11,",",0.0015562435146421194
309,11481,8,6,8,285,Ġand,0.0013213686179369688
309,11481,9,28,30,285,Ġand,0.001189068192616105
309,11481,10,33,35,285,Ġand,0.0011206590570509434
310,3511,1,3,5,11,",",0.006732669658958912
310,3511,2,10,12,11,",",0.004039512947201729
310,3511,3,15,17,11,",",0.00333675486035645
310,3511,4,46,48,11,",",0.0023372794967144728
310,3511,5,20,22,11,",",0.0019109068671241403
310,3511,6,17,19,11,",",0.0017038413789123297
310,3511,7,22,24,11,",",0.0015733663458377123
310,3511,8,6,8,285,Ġand,0.0012447781627997756
310,3511,9,28,30,285,Ġand,0.0010558221256360412
310,3511,10,33,35,285,Ġand,0.0010091497097164392
311,1677,1,3,5,11,",",0.0069055152125656605
311,1677,2,10,12,11,",",0.004048450849950314
311,1677,3,15,17,11,",",0.0033386710565537214
311,1677,4,46,48,11,",",0.0022377935238182545
311,1677,5,17,19,11,",",0.0018057656707242131
311,1677,6,20,22,11,",",0.0017973853973671794
311,1677,7,22,24,11,",",0.0016344374744221568
311,1677,8,6,8,285,Ġand,0.0012830555206164718
311,1677,9,28,30,285,Ġand,0.0010993845062330365
311,1677,10,33,35,285,Ġand,0.001001404132694006
312,8193,1,3,5,11,",",0.006821067538112402
312,8193,2,10,12,11,",",0.0039127059280872345
312,8193,3,15,17,11,",",0.003212138544768095
312,8193,4,46,48,11,",",0.002192140556871891
312,8193,5,17,19,11,",",0.001903025433421135
312,8193,6,20,22,11,",",0.0017696894938126206
312,8193,7,22,24,11,",",0.0015778824454173446
312,8193,8,6,8,285,Ġand,0.0013106524711474776
312,8193,9,28,30,285,Ġand,0.0010097610065713525
312,8193,10,33,35,285,Ġand,0.0009612741996534169
313,6897,1,3,5,11,",",0.006846443749964237
313,6897,2,10,12,11,",",0.004208108875900507
313,6897,3,15,17,11,",",0.003072958905249834
313,6897,4,46,48,11,",",0.0023255536798387766
313,6897,5,17,19,11,",",0.002053054515272379
313,6897,6,20,22,11,",",0.0019696049857884645
313,6897,7,22,24,11,",",0.0015607138630002737
313,6897,8,6,8,285,Ġand,0.001406808733008802
313,6897,9,28,30,285,Ġand,0.0013402546755969524
313,6897,10,40,42,285,Ġand,0.001237995456904173
314,8528,1,3,5,11,",",0.007111419923603535
314,8528,2,10,12,11,",",0.004147242289036512
314,8528,3,15,17,11,",",0.0030483403243124485
314,8528,4,46,48,11,",",0.0024886885657906532
314,8528,5,20,22,11,",",0.002071408787742257
314,8528,6,17,19,11,",",0.0019262550631538033
314,8528,7,22,24,11,",",0.0015357814263552427
314,8528,8,26,28,38081,Ġrut,0.0014446283457800746
314,8528,9,6,8,285,Ġand,0.0013364467304199934
314,8528,10,39,41,997,ian,0.0013258749386295676
315,1212,1,3,5,11,",",0.007062638644129038
315,1212,2,10,12,11,",",0.004332041833549738
315,1212,3,15,17,11,",",0.003119215602055192
315,1212,4,46,48,11,",",0.0026828411500900984
315,1212,5,20,22,11,",",0.0021939484868198633
315,1212,6,17,19,11,",",0.0018221840728074312
315,1212,7,26,28,38081,Ġrut,0.0016667487798258662
315,1212,8,22,24,11,",",0.0016105142422020435
315,1212,9,6,8,285,Ġand,0.00129803828895092
315,1212,10,40,42,285,Ġand,0.0011880246456712484
316,6287,1,3,5,11,",",0.006918065715581179
316,6287,2,10,12,11,",",0.0040533351711928844
316,6287,3,15,17,11,",",0.0030632184352725744
316,6287,4,46,48,11,",",0.0025719483382999897
316,6287,5,20,22,11,",",0.0021367548033595085
316,6287,6,17,19,11,",",0.001723065972328186
316,6287,7,22,24,11,",",0.0016851164400577545
316,6287,8,6,8,285,Ġand,0.0012367272283881903
316,6287,9,40,42,285,Ġand,0.001104029593989253
316,6287,10,33,35,285,Ġand,0.0010836570290848613
317,9692,1,3,5,11,",",0.006838677451014519
317,9692,2,10,12,11,",",0.004099981393665075
317,9692,3,15,17,11,",",0.003035779343917966
317,9692,4,46,48,11,",",0.0024411864578723907
317,9692,5,20,22,11,",",0.001986266579478979
317,9692,6,22,24,11,",",0.0017456109635531902
317,9692,7,17,19,11,",",0.0017454175977036357
317,9692,8,6,8,285,Ġand,0.0012204644735902548
317,9692,9,40,42,285,Ġand,0.001024432247504592
317,9692,10,28,30,285,Ġand,0.00100709346588701
318,10671,1,3,5,11,",",0.006600860971957445
318,10671,2,10,12,11,",",0.004066626075655222
318,10671,3,15,17,11,",",0.00288202241063118
318,10671,4,46,48,11,",",0.00228333892300725
318,10671,5,20,22,11,",",0.0018868178594857454
318,10671,6,17,19,11,",",0.0017340003978461027
318,10671,7,22,24,11,",",0.0017197519773617387
318,10671,8,6,8,285,Ġand,0.001274717622436583
318,10671,9,28,30,285,Ġand,0.0010144520783796906
318,10671,10,40,42,285,Ġand,0.0010032712016254663
319,8863,1,3,5,11,",",0.006797790061682463
319,8863,2,10,12,11,",",0.004090385045856237
319,8863,3,15,17,11,",",0.0028372013475745916
319,8863,4,46,48,11,",",0.0023728162050247192
319,8863,5,20,22,11,",",0.0019299073610454798
319,8863,6,17,19,11,",",0.0017110429471358657
319,8863,7,22,24,11,",",0.0016529855784028769
319,8863,8,6,8,285,Ġand,0.0013109452556818724
319,8863,9,40,42,285,Ġand,0.0010432658018544316
319,8863,10,28,30,285,Ġand,0.0010165150742977858
320,1288,1,3,5,11,",",0.007166414055973291
320,1288,2,10,12,11,",",0.004124335013329983
320,1288,3,15,17,11,",",0.002872552489861846
320,1288,4,46,48,11,",",0.002501084003597498
320,1288,5,20,22,11,",",0.0019718895200639963
320,1288,6,22,24,11,",",0.001661151647567749
320,1288,7,17,19,11,",",0.0015997099690139294
320,1288,8,6,8,285,Ġand,0.0012333604972809553
320,1288,9,40,42,285,Ġand,0.0009682141244411469
320,1288,10,28,30,285,Ġand,0.0009613927104510367
321,2271,1,3,5,11,",",0.007327592931687832
321,2271,2,10,12,11,",",0.004241930786520243
321,2271,3,46,48,11,",",0.0030404655262827873
321,2271,4,15,17,11,",",0.0029393911827355623
321,2271,5,20,22,11,",",0.00227033207193017
321,2271,6,22,24,11,",",0.0019760585855692625
321,2271,7,17,19,11,",",0.001740741659887135
321,2271,8,6,8,285,Ġand,0.0012932446552440524
321,2271,9,33,35,285,Ġand,0.0011462175752967596
321,2271,10,28,30,285,Ġand,0.0011453985935077071
322,14625,1,3,5,11,",",0.007444032467901707
322,14625,2,10,12,11,",",0.004443127196282148
322,14625,3,46,48,11,",",0.0032218240667134523
322,14625,4,15,17,11,",",0.003064111340790987
322,14625,5,20,22,11,",",0.002088992390781641
322,14625,6,22,24,11,",",0.0019102871883660555
322,14625,7,17,19,11,",",0.001752727315761149
322,14625,8,28,30,285,Ġand,0.0012595885200425982
322,14625,9,6,8,285,Ġand,0.0012274557957425714
322,14625,10,33,35,285,Ġand,0.00121599854901433
323,11524,1,3,5,11,",",0.007226199377328157
323,11524,2,10,12,11,",",0.004058643244206905
323,11524,3,15,17,11,",",0.0030462013091892004
323,11524,4,46,48,11,",",0.002952827839180827
323,11524,5,20,22,11,",",0.0021045717876404524
323,11524,6,22,24,11,",",0.0018368646269664168
323,11524,7,17,19,11,",",0.0016865459037944674
323,11524,8,6,8,285,Ġand,0.0012370012700557709
323,11524,9,28,30,285,Ġand,0.0011706397635862231
323,11524,10,33,35,285,Ġand,0.0011479322565719485
324,8874,1,3,5,11,",",0.007201565895229578
324,8874,2,10,12,11,",",0.004109161905944347
324,8874,3,15,17,11,",",0.00304616242647171
324,8874,4,46,48,11,",",0.0026699912268668413
324,8874,5,20,22,11,",",0.0021479998249560595
324,8874,6,17,19,11,",",0.0019192441832274199
324,8874,7,22,24,11,",",0.0017601089784875512
324,8874,8,6,8,285,Ġand,0.0013536117039620876
324,8874,9,28,30,285,Ġand,0.0012216147733852267
324,8874,10,33,35,285,Ġand,0.0011890357127413154
325,14990,1,3,5,11,",",0.007025838829576969
325,14990,2,10,12,11,",",0.003767614020034671
325,14990,3,15,17,11,",",0.002993540372699499
325,14990,4,46,48,11,",",0.002371989656239748
325,14990,5,22,24,11,",",0.0021473292727023363
325,14990,6,20,22,11,",",0.0018951495876535773
325,14990,7,17,19,11,",",0.0017763120122253895
325,14990,8,6,8,285,Ġand,0.0014800872886553407
325,14990,9,28,30,285,Ġand,0.0010886492673307657
325,14990,10,33,35,285,Ġand,0.0010476108873263001
326,524,1,3,5,11,",",0.006684362422674894
326,524,2,10,12,11,",",0.0038125470746308565
326,524,3,15,17,11,",",0.0028684474527835846
326,524,4,46,48,11,",",0.0025527437683194876
326,524,5,20,22,11,",",0.0019679530523717403
326,524,6,17,19,11,",",0.001953631406649947
326,524,7,22,24,11,",",0.001913869404233992
326,524,8,6,8,285,Ġand,0.0014080220134928823
326,524,9,28,30,285,Ġand,0.0011202208697795868
326,524,10,33,35,285,Ġand,0.001115401741117239
327,4469,1,3,5,11,",",0.007273951545357704
327,4469,2,10,12,11,",",0.0039521632716059685
327,4469,3,15,17,11,",",0.003012628061696887
327,4469,4,46,48,11,",",0.002441409043967724
327,4469,5,22,24,11,",",0.002401866717264056
327,4469,6,20,22,11,",",0.0020128199830651283
327,4469,7,17,19,11,",",0.0017430385341867805
327,4469,8,6,8,285,Ġand,0.0013150705490261316
327,4469,9,28,30,285,Ġand,0.0011033689370378852
327,4469,10,33,35,285,Ġand,0.0010748716304078698
328,12127,1,3,5,11,",",0.007409731391817331
328,12127,2,10,12,11,",",0.004287549760192633
328,12127,3,15,17,11,",",0.002907690592110157
328,12127,4,46,48,11,",",0.0027501697186380625
328,12127,5,22,24,11,",",0.002176906680688262
328,12127,6,20,22,11,",",0.0021088665816932917
328,12127,7,17,19,11,",",0.001854193164035678
328,12127,8,29,31,46870,Ġlu,0.0013803938636556268
328,12127,9,33,35,285,Ġand,0.001257296884432435
328,12127,10,6,8,285,Ġand,0.0012361682020127773
329,11841,1,3,5,11,",",0.007554990239441395
329,11841,2,10,12,11,",",0.004392233677208424
329,11841,3,15,17,11,",",0.002826886950060725
329,11841,4,46,48,11,",",0.002611170057207346
329,11841,5,22,24,11,",",0.00245237466879189
329,11841,6,20,22,11,",",0.002007794566452503
329,11841,7,17,19,11,",",0.0017998149851337075
329,11841,8,1,3,15213,Ġtemple,0.0012963309418410063
329,11841,9,6,8,285,Ġand,0.0011915789218619466
329,11841,10,28,30,285,Ġand,0.001101014669984579
330,14593,1,3,5,11,",",0.0076737841591238976
330,14593,2,10,12,11,",",0.004459093790501356
330,14593,3,15,17,11,",",0.0027056734543293715
330,14593,4,46,48,11,",",0.0025824166368693113
330,14593,5,22,24,11,",",0.002379045356065035
330,14593,6,20,22,11,",",0.001961186993867159
330,14593,7,17,19,11,",",0.0019221685361117125
330,14593,8,6,8,285,Ġand,0.001247223699465394
330,14593,9,28,30,285,Ġand,0.0010788298677653074
330,14593,10,33,35,285,Ġand,0.001073769642971456
331,2032,1,3,5,11,",",0.007255101576447487
331,2032,2,10,12,11,",",0.004149542655795813
331,2032,3,15,17,11,",",0.0027426788583397865
331,2032,4,46,48,11,",",0.0023983896244317293
331,2032,5,20,22,11,",",0.0019928752444684505
331,2032,6,22,24,11,",",0.0018051894148811698
331,2032,7,17,19,11,",",0.0017639530124142766
331,2032,8,6,8,285,Ġand,0.0014069783501327038
331,2032,9,1,3,15213,Ġtemple,0.001299239695072174
331,2032,10,28,30,285,Ġand,0.0010431248228996992
332,14538,1,3,5,11,",",0.0070977346040308475
332,14538,2,10,12,11,",",0.003974940162152052
332,14538,3,15,17,11,",",0.0029245642945170403
332,14538,4,46,48,11,",",0.0023379286285489798
332,14538,5,20,22,11,",",0.0018706952687352896
332,14538,6,6,8,285,Ġand,0.0017173639498651028
332,14538,7,22,24,11,",",0.0016378022264689207
332,14538,8,17,19,11,",",0.0016263038851320744
332,14538,9,28,30,285,Ġand,0.0010179848177358508
332,14538,10,33,35,285,Ġand,0.0009818103862926364
333,1411,1,3,5,11,",",0.006959276273846626
333,1411,2,10,12,11,",",0.003784249536693096
333,1411,3,15,17,11,",",0.003165013622492552
333,1411,4,46,48,11,",",0.0023279215674847364
333,1411,5,20,22,11,",",0.0018217273754999042
333,1411,6,6,8,285,Ġand,0.0016214026836678386
333,1411,7,17,19,11,",",0.0015232600271701813
333,1411,8,22,24,11,",",0.0014756147284060717
333,1411,9,28,30,285,Ġand,0.0009857771219685674
333,1411,10,33,35,285,Ġand,0.0009618105250410736
334,7832,1,3,5,11,",",0.006821507588028908
334,7832,2,10,12,11,",",0.0037915699649602175
334,7832,3,15,17,11,",",0.0033495777752250433
334,7832,4,46,48,11,",",0.002433010144159198
334,7832,5,20,22,11,",",0.0017190451035276055
334,7832,6,17,19,11,",",0.0015512120444327593
334,7832,7,22,24,11,",",0.0014771035639569163
334,7832,8,6,8,285,Ġand,0.0014179390855133533
334,7832,9,33,35,285,Ġand,0.0010009995894506574
334,7832,10,40,42,285,Ġand,0.0009948068764060736
335,4016,1,3,5,11,",",0.006699358578771353
335,4016,2,10,12,11,",",0.004089095164090395
335,4016,3,15,17,11,",",0.003185454523190856
335,4016,4,46,48,11,",",0.002453160472214222
335,4016,5,17,19,11,",",0.001727001159451902
335,4016,6,20,22,11,",",0.0016167678404599428
335,4016,7,22,24,11,",",0.001446195994503796
335,4016,8,6,8,285,Ġand,0.0013060305500403047
335,4016,9,40,42,285,Ġand,0.0009811746422201395
335,4016,10,28,30,285,Ġand,0.0009491232922300696
336,5746,1,3,5,11,",",0.006630915682762861
336,5746,2,10,12,11,",",0.004320547915995121
336,5746,3,15,17,11,",",0.002859201282262802
336,5746,4,46,48,11,",",0.0023249885998666286
336,5746,5,17,19,11,",",0.0018506627529859543
336,5746,6,20,22,11,",",0.001559502212330699
336,5746,7,22,24,11,",",0.0013726515462622046
336,5746,8,6,8,285,Ġand,0.0012965846108272672
336,5746,9,40,42,285,Ġand,0.0009620065102353692
336,5746,10,28,30,285,Ġand,0.0009123096242547035
337,11641,1,3,5,11,",",0.00677779596298933
337,11641,2,10,12,11,",",0.004839510656893253
337,11641,3,15,17,11,",",0.002595053054392338
337,11641,4,46,48,11,",",0.0023521946277469397
337,11641,5,17,19,11,",",0.002013099379837513
337,11641,6,20,22,11,",",0.001865580677986145
337,11641,7,18,20,6583,Ġdigital,0.0015050393994897604
337,11641,8,28,30,285,Ġand,0.0014657059218734503
337,11641,9,22,24,11,",",0.0014447795692831278
337,11641,10,44,46,33504,vg,0.0014414156321436167
338,12007,1,3,5,11,",",0.007124367170035839
338,12007,2,10,12,11,",",0.004831037484109402
338,12007,3,15,17,11,",",0.00268045486882329
338,12007,4,46,48,11,",",0.0023701884783804417
338,12007,5,20,22,11,",",0.0020894696936011314
338,12007,6,44,46,33504,vg,0.0019767836201936007
338,12007,7,17,19,11,",",0.0019229663303121924
338,12007,8,18,20,6583,Ġdigital,0.0019004612695425749
338,12007,9,22,24,11,",",0.0014307615347206593
338,12007,10,24,26,457,Ġby,0.0014211093075573444
339,15618,1,3,5,11,",",0.0070774438790977
339,15618,2,10,12,11,",",0.004411286674439907
339,15618,3,15,17,11,",",0.0028717557433992624
339,15618,4,46,48,11,",",0.0024384274147450924
339,15618,5,20,22,11,",",0.0022524355445057154
339,15618,6,17,19,11,",",0.0016579297371208668
339,15618,7,18,20,6583,Ġdigital,0.0014843317912891507
339,15618,8,22,24,11,",",0.0014440960949286819
339,15618,9,6,8,285,Ġand,0.0013866532826796174
